nombre_hotel,reviews_hotel,rating_hotel,precio_medio_por noche,ciudad,servicios,link
Abelay Hotel,220,4.0,131.5,Palma de Mallorca,"['Free Wifi', 'Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1484184-Reviews-Abelay_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Portixol Hotel & Restaurante,562,4.5,411.5,Palma de Mallorca,"['Free Wifi', 'Free parking', 'Pool', 'Beachfront', 'Outdoor pool']",https://www.tripadvisor.com/Hotel_Review-g187463-d266105-Reviews-Portixol_Hotel_Restaurante-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Borne Suites,11,4.5,301.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d15680452-Reviews-Borne_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Brondo Architect Hotel,763,4.0,238.0,Palma de Mallorca,"['Free Wifi', 'Restaurant', 'Room service', 'Bar/Lounge', 'Fitness center']",https://www.tripadvisor.com/Hotel_Review-g187463-d3171049-Reviews-Brondo_Architect_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Residencia Mayol,24,2.0,114.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d7606709-Reviews-Residencia_Mayol-Palma_de_Mallorca_Majorca_Balearic_Islands.html
New Art Hostel,65,2.5,76.0,Palma de Mallorca,"['Free Wifi', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d12413878-Reviews-New_Art_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Palacio Ca Sa Galesa,459,4.5,426.0,Palma de Mallorca,"['Free Wifi', 'Restaurant', 'Airport transportation', 'Room service', 'Pets Allowed']",https://www.tripadvisor.com/Hotel_Review-g187463-d238591-Reviews-Hotel_Palacio_Ca_Sa_Galesa-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Fil Suites,119,4.5,188.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d14958669-Reviews-Fil_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Can Blau Homes,48,4.5,229.0,Palma de Mallorca,"['Free Wifi', 'Free parking', 'Pool', 'Outdoor pool']",https://www.tripadvisor.com/Hotel_Review-g187463-d9727905-Reviews-Can_Blau_Homes-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Agroturismo Finca Son Amora,2,5.0,175.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d16690469-Reviews-Agroturismo_Finca_Son_Amora-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Portella Palma,15,5.0,412.0,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d27148957-Reviews-Portella_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Cappuccino,215,4.0,396.0,Palma de Mallorca,"['Free Wifi', 'Pool', 'Outdoor pool', 'Restaurant', 'Room service']",https://www.tripadvisor.com/Hotel_Review-g187463-d12431264-Reviews-Hotel_Cappuccino-Palma_de_Mallorca_Majorca_Balearic_Islands.html
BRICK PALMA - Turismo de Interior,132,4.0,149.5,Palma de Mallorca,"['Free Wifi', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d10644119-Reviews-BRICK_PALMA_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Calanova Sports Residence,31,4.0,143.0,Palma de Mallorca,"['Free Wifi', 'Pool', 'Beachfront', 'Outdoor pool', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d8655319-Reviews-Calanova_Sports_Residence-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Terreno Studios,31,5.0,387.0,Palma de Mallorca,"['Free Wifi', 'Pool', 'Outdoor pool', 'Airport transportation', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d15553453-Reviews-Terreno_Studios-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Can Quetglas,50,5.0,284.0,Palma de Mallorca,"['Free Wifi', 'Pool', 'Airport transportation', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d24930810-Reviews-Hotel_Can_Quetglas-Palma_de_Mallorca_Majorca_Balearic_Islands.html
The Boc Suites,25,4.5,261.0,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d23509416-Reviews-The_Boc_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Casa Delmonte - Turismo de Interior,30,5.0,219.5,Palma de Mallorca,"['Free Wifi', 'Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d15511738-Reviews-Casa_Delmonte_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Remolars3 Townhouse,8,4.5,263.0,Palma de Mallorca,"['Free Wifi', 'Beachfront', 'Airport transportation']",https://www.tripadvisor.com/Hotel_Review-g187463-d15709874-Reviews-Remolars3_Townhouse-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Samaritana Suites,80,5.0,273.5,Palma de Mallorca,"['Free Wifi', 'Airport transportation', 'Pets Allowed']",https://www.tripadvisor.com/Hotel_Review-g187463-d20120464-Reviews-Samaritana_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Ramon Llull House,51,4.5,243.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d7211905-Reviews-Ramon_Llull_House-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostal Alce,23,2.0,100.5,Palma de Mallorca,"['Pool', 'Beachfront', 'Outdoor pool', 'Restaurant', 'Airport transportation']",https://www.tripadvisor.com/Hotel_Review-g187463-d3524514-Reviews-Hostal_Alce-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Fincahotel Los Naranjos,33,4.5,219.5,Palma de Mallorca,"['Free Wifi', 'Free parking', 'Breakfast included', 'Pool', 'Room service']",https://www.tripadvisor.com/Hotel_Review-g187463-d12197154-Reviews-Fincahotel_Los_Naranjos-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Antiguo Brondo - Turismo de Interior,14,3.5,151.0,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d23184105-Reviews-Antiguo_Brondo_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
El Josemari Youth Hostel,14,3.5,36.5,Palma de Mallorca,['Bar/Lounge'],https://www.tripadvisor.com/Hotel_Review-g187463-d2296314-Reviews-El_Josemari_Youth_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Vila Damunt,51,5.0,379.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d17560145-Reviews-Vila_Damunt-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostal Bonany,243,4.0,97.0,Palma de Mallorca,"['Free Wifi', 'Pool', 'Outdoor pool', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d601708-Reviews-Hostal_Bonany-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Mallorca Suites,16,4.5,240.0,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d15664705-Reviews-Mallorca_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Palma Old Town - Turismo de Interior,19,4.5,164.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15634473-Reviews-Palma_Old_Town_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostal Ritzi,133,3.5,,Palma de Mallorca,"['Free Wifi', 'Breakfast included']",https://www.tripadvisor.com/Hotel_Review-g187463-d317688-Reviews-Hostal_Ritzi-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Cristina Apartments,13,4.5,,Palma de Mallorca,"['Pool', 'Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1190288-Reviews-Cristina_Apartments-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostal Corona,111,3.5,,Palma de Mallorca,"['Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1444093-Reviews-Hostal_Corona-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Borne Suites,11,4.5,301.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d15680452-Reviews-Borne_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
The Hype Beach House,17,4.5,382.5,Palma de Mallorca,"['Free Wifi', 'Pool', 'Beachfront', 'Outdoor pool', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d15069943-Reviews-The_Hype_Beach_House-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Palma Port Hostel,38,4.0,30.0,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d10749965-Reviews-Palma_Port_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Joe's Gomila Boutique Hotel,10,4.5,166.5,Palma de Mallorca,"['Restaurant', 'Room service']",https://www.tripadvisor.com/Hotel_Review-g187463-d23620997-Reviews-Joe_s_Gomila_Boutique_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Remolars3 Townhouse,8,4.5,263.0,Palma de Mallorca,"['Free Wifi', 'Beachfront', 'Airport transportation']",https://www.tripadvisor.com/Hotel_Review-g187463-d15709874-Reviews-Remolars3_Townhouse-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Barceló Aguamarina,7,4.5,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d27475118-Reviews-Barcelo_Aguamarina-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Agroturismo Son Bauzanet,12,5.0,,Palma de Mallorca,['Outdoor pool'],https://www.tripadvisor.com/Hotel_Review-g187463-d10521977-Reviews-Agroturismo_Son_Bauzanet-Palma_de_Mallorca_Majorca_Balearic_Islands.html
La Mimosa Guesthouse,91,3.5,,Palma de Mallorca,"['Free Wifi', 'Breakfast included', 'Pool', 'Outdoor pool', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1150873-Reviews-La_Mimosa_Guesthouse-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Montmari - Turismo de Interior,11,4.5,239.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d6427327-Reviews-Montmari_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Confraria Singular Suites,7,4.0,246.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23163953-Reviews-Confraria_Singular_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
The Boc City,12,4.0,107.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d24043005-Reviews-The_Boc_City-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Marsuites,3,5.0,,Palma de Mallorca,"['Free Wifi', 'Beachfront']",https://www.tripadvisor.com/Hotel_Review-g187463-d19313653-Reviews-Marsuites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Agroturismo Finca Son Amora,2,5.0,175.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d16690469-Reviews-Agroturismo_Finca_Son_Amora-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Tobago Hotel Majorca,54,3.0,,Palma de Mallorca,"['Pool', 'Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1211440-Reviews-Tobago_Hotel_Majorca-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Plaza Mayor Palace - Turismo de Interior,3,5.0,,Palma de Mallorca,['Bar/Lounge'],https://www.tripadvisor.com/Hotel_Review-g187463-d15685689-Reviews-Plaza_Mayor_Palace_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
El Josemari Youth Hostel,14,3.5,36.5,Palma de Mallorca,['Bar/Lounge'],https://www.tripadvisor.com/Hotel_Review-g187463-d2296314-Reviews-El_Josemari_Youth_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Regina,99,3.0,131.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d307845-Reviews-Regina-Palma_de_Mallorca_Majorca_Balearic_Islands.html
L´Aguila Suites - Turismo de Interior,2,4.5,254.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d21147029-Reviews-L_Aguila_Suites_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Vintage Palma Palace Apartments TI,3,4.0,299.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d21406395-Reviews-Vintage_Palma_Palace_Apartments_TI-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Ses Bessones,2,5.0,262.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15859160-Reviews-Ses_Bessones-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Design Suites Palma,4,4.0,313.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15747050-Reviews-Design_Suites_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Can Boss - Turismo de Interior,2,4.5,261.5,Palma de Mallorca,"['Free Wifi', 'Free parking']",https://www.tripadvisor.com/Hotel_Review-g187463-d15674272-Reviews-Can_Boss_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Mallorca Housing: Old Centre - Turismo de Interior,2,5.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15736788-Reviews-Mallorca_Housing_Old_Centre_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Is.html
Residencia d'estudiants UIB,1,5.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1203230-Reviews-Residencia_d_estudiants_UIB-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Metropolitan Juka Playa,1,5.0,116.5,Palma de Mallorca,"['Pool', 'Restaurant', 'Bar/Lounge', 'Fitness center']",https://www.tripadvisor.com/Hotel_Review-g187463-d21512313-Reviews-Metropolitan_Juka_Playa-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Poc a Poc Suites,1,5.0,220.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d19734923-Reviews-Poc_a_Poc_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Vistamar Hotel,6,4.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1221947-Reviews-Vistamar_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Sant Miquel Homes - Turismo De Interior,1,5.0,229.5,Palma de Mallorca,"['Free Wifi', 'Pets Allowed']",https://www.tripadvisor.com/Hotel_Review-g187463-d21144765-Reviews-Sant_Miquel_Homes_Turismo_De_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Casa Martina Palma de Mallorca,1,5.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23904828-Reviews-Casa_Martina_Palma_de_Mallorca-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Apartamentos Singular,3,4.5,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d5777780-Reviews-Apartamentos_Singular-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Ur Palacio Avenida Solo Adultos,10,3.5,184.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15902991-Reviews-Hotel_Ur_Palacio_Avenida_Solo_Adultos-Palma_de_Mallorca_Majorca_Balearic_Islands.html
The Green House - Adults Only,1,5.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15699643-Reviews-The_Green_House_Adults_Only-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Agroturismo Arenal Playa De Palma,1,5.0,,Palma de Mallorca,"['Free Wifi', 'Free parking', 'Pool']",https://www.tripadvisor.com/Hotel_Review-g187463-d15017241-Reviews-Agroturismo_Arenal_Playa_De_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Els Sestadors,4,4.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d2398303-Reviews-Els_Sestadors-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Lonja Suites,7,3.5,228.5,Palma de Mallorca,"['Free Wifi', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d7911256-Reviews-Lonja_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Can Savella,4,3.5,189.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d19609489-Reviews-Can_Savella-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Live Mallorca Hostel,2,4.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d3347152-Reviews-Live_Mallorca_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Urban Suites Palma,3,3.5,262.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15674054-Reviews-Urban_Suites_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Villa Mondrian,1,5.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d277194-Reviews-Villa_Mondrian-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Apartamentos La Bonanova,1,5.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d266959-Reviews-Apartamentos_La_Bonanova-Palma_de_Mallorca_Majorca_Balearic_Islands.html
La Lonja Homes - Turismo De interior,2,3.0,333.0,Palma de Mallorca,"['Free Wifi', 'Pets Allowed']",https://www.tripadvisor.com/Hotel_Review-g187463-d21144416-Reviews-La_Lonja_Homes_Turismo_De_interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Palma Apartamentos Centro 1 Aragon,2,3.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d10164354-Reviews-Palma_Apartamentos_Centro_1_Aragon-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Villa Sa Bassa Seca,1,3.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1226856-Reviews-Villa_Sa_Bassa_Seca-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Mallorca Island,1,3.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1219396-Reviews-Hotel_Mallorca_Island-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Rosamar,1,3.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d4345012-Reviews-Hotel_Rosamar-Palma_de_Mallorca_Majorca_Balearic_Islands.html
The Boc Hostels - City,2,3.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d25409405-Reviews-The_Boc_Hostels_City-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Aragon,1,2.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1166992-Reviews-Aragon-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Urban Hostel Palma,88,3.0,47.0,Palma de Mallorca,"['Free Wifi', 'Breakfast included']",https://www.tripadvisor.com/Hotel_Review-g187463-d8068432-Reviews-Urban_Hostel_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostel Bar Juan,2,2.5,,Palma de Mallorca,"['Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d17471082-Reviews-Hostel_Bar_Juan-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Style Palma - Turismo de Interior,1,2.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d17375309-Reviews-Style_Palma_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Apartments Las Arcadias,13,2.5,,Palma de Mallorca,"['Free Wifi', 'Fitness center']",https://www.tripadvisor.com/Hotel_Review-g187463-d5969673-Reviews-Apartments_Las_Arcadias-Palma_de_Mallorca_Majorca_Balearic_Islands.html
2 Playas Apartments Mallorca,6,3.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d593875-Reviews-2_Playas_Apartments_Mallorca-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostel Pura Vida,10,2.5,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d13278774-Reviews-Hostel_Pura_Vida-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Balearic Gostel group,6,2.5,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d7143990-Reviews-Balearic_Gostel_group-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Aries,28,2.5,,Palma de Mallorca,"['Free Wifi', 'Room service', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d530760-Reviews-Hotel_Aries-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Can Pere Antoni Apartamentos,1,1.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d26492773-Reviews-Can_Pere_Antoni_Apartamentos-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Toros Apartamentos,1,1.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d26469332-Reviews-Toros_Apartamentos-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Palma Centro,1,1.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d27168958-Reviews-Palma_Centro-Palma_de_Mallorca_Majorca_Balearic_Islands.html
New Art Hostel,65,2.5,76.0,Palma de Mallorca,"['Free Wifi', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d12413878-Reviews-New_Art_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Albergue Juvenil New Age Hostel,5,1.5,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d20993817-Reviews-Albergue_Juvenil_New_Age_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostel Secar de la Real,20,2.0,,Palma de Mallorca,"['Free Wifi', 'Airport transportation', 'Pets Allowed']",https://www.tripadvisor.com/Hotel_Review-g187463-d9991558-Reviews-Hostel_Secar_de_la_Real-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostal Terramar,102,2.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d270441-Reviews-Hostal_Terramar-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Rambla - Palma center,0,0.0,103.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d27703192-Reviews-Rambla_Palma_center-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Cream Homes La Rambla,0,0.0,238.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d17620353-Reviews-Cream_Homes_La_Rambla-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Oleander,0,0.0,163.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d28114947-Reviews-Hotel_Oleander-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Metropolitan Juka Playa,0,0.0,104.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23369549-Reviews-Metropolitan_Juka_Playa-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Heart Of Palma,0,0.0,57.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d28405910-Reviews-Heart_Of_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Costa Brava,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d17518599-Reviews-Costa_Brava-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Live Mallorca Hostel,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d6930016-Reviews-Live_Mallorca_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
"Luxury Villa for 16 People with Seaview, Pool and Bbq",0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23224287-Reviews-Luxury_Villa_for_16_People_with_Seaview_Pool_and_Bbq-Palma_de_Mallorca_Majorca_Balear.html
Palma Colors - Llotgeta - Turismo de Interior,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d19609817-Reviews-Palma_Colors_Llotgeta_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Samaritana,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d11680773-Reviews-Samaritana-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Marina Luz Hotel,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23274155-Reviews-Marina_Luz_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Decimononico,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d16911150-Reviews-Decimononico-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Casa Molinar,0,0.0,347.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d19790085-Reviews-Casa_Molinar-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Cannes,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23851512-Reviews-Hotel_Cannes-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Arabella Apartments,0,0.0,325.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d16717408-Reviews-Arabella_Apartments-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Sorrento,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1473374-Reviews-Sorrento-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Casa Nordica,0,0.0,,Palma de Mallorca,['Bar/Lounge'],https://www.tripadvisor.com/Hotel_Review-g187463-d1498536-Reviews-Casa_Nordica-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Villa Can Pujol,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d19801129-Reviews-Villa_Can_Pujol-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Mater Ariany,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23961771-Reviews-Mater_Ariany-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Llabres,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1497230-Reviews-Llabres-Palma_de_Mallorca_Majorca_Balearic_Islands.html
L'estada,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d14864120-Reviews-L_estada-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Villa Marga,0,0.0,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d1226862-Reviews-Villa_Marga-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Chalet Loris,0,0.0,,Palma de Mallorca,"['Free Wifi', 'Free parking', 'Breakfast included', 'Pool', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d2153267-Reviews-Chalet_Loris-Palma_de_Mallorca_Majorca_Balearic_Islands.html
